,area_id,state,party,votes_first_vote,votes_second_vote
8130,57,Brandenburg,others,0,0
8429,57,Brandenburg,others,0,0
8728,57,Brandenburg,others,0,0
9027,57,Brandenburg,others,0,0
9326,57,Brandenburg,others,0,0
9625,57,Brandenburg,others,0,0
9924,57,Brandenburg,others,0,0
10223,57,Brandenburg,others,0,0
10522,57,Brandenburg,others,0,0
10821,57,Brandenburg,others,0,0
11120,57,Brandenburg,others,0,0
11419,57,Brandenburg,others,0,0
11718,57,Brandenburg,others,0,0
12017,57,Brandenburg,others,0,0
12316,57,Brandenburg,others,0,0
12615,57,Brandenburg,others,0,0
58,58,Brandenburg,CDU,54454,51965
357,58,Brandenburg,SPD,41394,33831
1852,58,Brandenburg,AfD,32758,33982
656,58,Brandenburg,Die Linke,26834,26089
955,58,Brandenburg,The Greens,9684,11680
1553,58,Brandenburg,FDP,9510,13909
3646,58,Brandenburg,others,3348,2415
2749,58,Brandenburg,others,2683,1768
2151,58,Brandenburg,Piraten,1177,0
7533,58,Brandenburg,others,402,217
1254,58,Brandenburg,CSU,0,0
2450,58,Brandenburg,others,0,1476
3048,58,Brandenburg,others,0,3700
3347,58,Brandenburg,others,0,299
3945,58,Brandenburg,others,0,0
4244,58,Brandenburg,others,0,0
4543,58,Brandenburg,others,0,0
4842,58,Brandenburg,others,0,100
5141,58,Brandenburg,others,0,0
5440,58,Brandenburg,others,0,0
5739,58,Brandenburg,others,0,0
6038,58,Brandenburg,others,0,0
6337,58,Brandenburg,others,0,0
6636,58,Brandenburg,others,0,0
6935,58,Brandenburg,others,0,613
7234,58,Brandenburg,others,0,0
7832,58,Brandenburg,others,0,519
8131,58,Brandenburg,others,0,0
8430,58,Brandenburg,others,0,0
8729,58,Brandenburg,others,0,0
9028,58,Brandenburg,others,0,0
9327,58,Brandenburg,others,0,0
9626,58,Brandenburg,others,0,0
9925,58,Brandenburg,others,0,0
10224,58,Brandenburg,others,0,0
10523,58,Brandenburg,others,0,0
10822,58,Brandenburg,others,0,0
11121,58,Brandenburg,others,0,0
11420,58,Brandenburg,others,0,0
11719,58,Brandenburg,others,0,0
12018,58,Brandenburg,others,0,0
12317,58,Brandenburg,others,0,0
12616,58,Brandenburg,others,0,0
59,59,Brandenburg,CDU,47594,42106
657,59,Brandenburg,Die Linke,37720,34629
1853,59,Brandenburg,AfD,33913,34702
358,59,Brandenburg,SPD,26522,25902
956,59,Brandenburg,The Greens,8971,7806
1554,59,Brandenburg,FDP,7110,11006
2750,59,Brandenburg,others,4616,2566
7534,59,Brandenburg,others,1149,445
1255,59,Brandenburg,CSU,0,0
2152,59,Brandenburg,Piraten,0,0
2451,59,Brandenburg,others,0,1238
3049,59,Brandenburg,others,0,3342
3348,59,Brandenburg,others,0,296
3647,59,Brandenburg,others,0,2311
3946,59,Brandenburg,others,0,0
4245,59,Brandenburg,others,0,0
4544,59,Brandenburg,others,0,0
4843,59,Brandenburg,others,0,106
5142,59,Brandenburg,others,0,0
5441,59,Brandenburg,others,0,0
5740,59,Brandenburg,others,0,0
6039,59,Brandenburg,others,0,0
6338,59,Brandenburg,others,0,0
6637,59,Brandenburg,others,0,0
6936,59,Brandenburg,others,0,737
7235,59,Brandenburg,others,0,0
7833,59,Brandenburg,others,0,486
8132,59,Brandenburg,others,0,0
8431,59,Brandenburg,others,0,0
8730,59,Brandenburg,others,0,0
9029,59,Brandenburg,others,0,0
9328,59,Brandenburg,others,0,0
9627,59,Brandenburg,others,0,0
9926,59,Brandenburg,others,0,0
10225,59,Brandenburg,others,0,0
10524,59,Brandenburg,others,0,0
10823,59,Brandenburg,others,0,0
11122,59,Brandenburg,others,0,0
11421,59,Brandenburg,others,0,0
11720,59,Brandenburg,others,0,0
12019,59,Brandenburg,others,0,0
12318,59,Brandenburg,others,0,0
12617,59,Brandenburg,others,0,0
60,60,Brandenburg,CDU,39988,35556
359,60,Brandenburg,SPD,31548,26052
1854,60,Brandenburg,AfD,21312,22631
658,60,Brandenburg,Die Linke,19037,20925
1555,60,Brandenburg,FDP,5763,8195
957,60,Brandenburg,The Greens,4293,5237
2751,60,Brandenburg,others,2559,1519
2153,60,Brandenburg,Piraten,723,0
7535,60,Brandenburg,others,566,239
1256,60,Brandenburg,CSU,0,0
2452,60,Brandenburg,others,0,1133
3050,60,Brandenburg,others,0,2101
3349,60,Brandenburg,others,0,193
3648,60,Brandenburg,others,0,1336
3947,60,Brandenburg,others,0,0
4246,60,Brandenburg,others,0,0
4545,60,Brandenburg,others,0,0
4844,60,Brandenburg,others,0,79
5143,60,Brandenburg,others,0,0
5442,60,Brandenburg,others,0,0
5741,60,Brandenburg,others,0,0
6040,60,Brandenburg,others,0,0
6339,60,Brandenburg,others,0,0
6638,60,Brandenburg,others,0,0
6937,60,Brandenburg,others,0,514
7236,60,Brandenburg,others,0,0
7834,60,Brandenburg,others,0,428
8133,60,Brandenburg,others,0,0
8432,60,Brandenburg,others,0,0
8731,60,Brandenburg,others,0,0
9030,60,Brandenburg,others,0,0
9329,60,Brandenburg,others,0,0
9628,60,Brandenburg,others,0,0
9927,60,Brandenburg,others,0,0
10226,60,Brandenburg,others,0,0
10525,60,Brandenburg,others,0,0
10824,60,Brandenburg,others,0,0
11123,60,Brandenburg,others,0,0
11422,60,Brandenburg,others,0,0
11721,60,Brandenburg,others,0,0
12020,60,Brandenburg,others,0,0
12319,60,Brandenburg,others,0,0
12618,60,Brandenburg,others,0,0
360,61,Brandenburg,SPD,50586,35770
61,61,Brandenburg,CDU,48098,48013
659,61,Brandenburg,Die Linke,31846,35109
1855,61,Brandenburg,AfD,23890,26133
958,61,Brandenburg,The Greens,15548,19079
1556,61,Brandenburg,FDP,14424,17768
3649,61,Brandenburg,others,4575,3408
2752,61,Brandenburg,others,2484,1606
2154,61,Brandenburg,Piraten,1041,0
7536,61,Brandenburg,others,551,327
12619,61,Brandenburg,others,470,0
1257,61,Brandenburg,CSU,0,0
2453,61,Brandenburg,others,0,682
3051,61,Brandenburg,others,0,3657
3350,61,Brandenburg,others,0,432
3948,61,Brandenburg,others,0,0
4247,61,Brandenburg,others,0,0
4546,61,Brandenburg,others,0,0
4845,61,Brandenburg,others,0,146
5144,61,Brandenburg,others,0,0
5443,61,Brandenburg,others,0,0
5742,61,Brandenburg,others,0,0
6041,61,Brandenburg,others,0,0
6340,61,Brandenburg,others,0,0
6639,61,Brandenburg,others,0,0
6938,61,Brandenburg,others,0,1073
7237,61,Brandenburg,others,0,0
7835,61,Brandenburg,others,0,662
8134,61,Brandenburg,others,0,0
8433,61,Brandenburg,others,0,0
8732,61,Brandenburg,others,0,0
9031,61,Brandenburg,others,0,0
9330,61,Brandenburg,others,0,0
9629,61,Brandenburg,others,0,0
9928,61,Brandenburg,others,0,0
10227,61,Brandenburg,others,0,0
10526,61,Brandenburg,others,0,0
10825,61,Brandenburg,others,0,0
11124,61,Brandenburg,others,0,0
11423,61,Brandenburg,others,0,0
11722,61,Brandenburg,others,0,0
12021,61,Brandenburg,others,0,0
12320,61,Brandenburg,others,0,0
62,62,Brandenburg,CDU,56610,49990
1856,62,Brandenburg,AfD,37357,38900
361,62,Brandenburg,SPD,36153,32574
660,62,Brandenburg,Die Linke,30266,29215
1557,62,Brandenburg,FDP,8911,13701
959,62,Brandenburg,The Greens,8127,8606
2753,62,Brandenburg,others,5034,2650
2155,62,Brandenburg,Piraten,1225,0
7537,62,Brandenburg,others,692,340
1258,62,Brandenburg,CSU,0,0
2454,62,Brandenburg,others,0,1464
3052,62,Brandenburg,others,0,3492
3351,62,Brandenburg,others,0,314
3650,62,Brandenburg,others,0,2239
3949,62,Brandenburg,others,0,0
4248,62,Brandenburg,others,0,0
4547,62,Brandenburg,others,0,0
4846,62,Brandenburg,others,0,90
5145,62,Brandenburg,others,0,0
5444,62,Brandenburg,others,0,0
5743,62,Brandenburg,others,0,0
6042,62,Brandenburg,others,0,0
6341,62,Brandenburg,others,0,0
6640,62,Brandenburg,others,0,0
6939,62,Brandenburg,others,0,609
7238,62,Brandenburg,others,0,0
7836,62,Brandenburg,others,0,726
8135,62,Brandenburg,others,0,0
8434,62,Brandenburg,others,0,0
8733,62,Brandenburg,others,0,0
9032,62,Brandenburg,others,0,0
9331,62,Brandenburg,others,0,0
9630,62,Brandenburg,others,0,0
9929,62,Brandenburg,others,0,0
10228,62,Brandenburg,others,0,0
10527,62,Brandenburg,others,0,0
10826,62,Brandenburg,others,0,0
11125,62,Brandenburg,others,0,0
11424,62,Brandenburg,others,0,0
11723,62,Brandenburg,others,0,0
12022,62,Brandenburg,others,0,0
12321,62,Brandenburg,others,0,0
12620,62,Brandenburg,others,0,0
63,63,Brandenburg,CDU,37342,33886
1857,63,Brandenburg,AfD,30259,30475
661,63,Brandenburg,Die Linke,26399,26201
362,63,Brandenburg,SPD,23595,22699
1558,63,Brandenburg,FDP,7007,9241
960,63,Brandenburg,The Greens,4505,5897
3651,63,Brandenburg,others,2581,2016
2754,63,Brandenburg,others,2462,1761
2455,63,Brandenburg,others,1369,1510
12621,63,Brandenburg,others,911,0
2156,63,Brandenburg,Piraten,757,0
4847,63,Brandenburg,others,397,231
7538,63,Brandenburg,others,365,244
1259,63,Brandenburg,CSU,0,0
3053,63,Brandenburg,others,0,2519
3352,63,Brandenburg,others,0,279
3950,63,Brandenburg,others,0,0
4249,63,Brandenburg,others,0,0
4548,63,Brandenburg,others,0,0
5146,63,Brandenburg,others,0,0
5445,63,Brandenburg,others,0,0
5744,63,Brandenburg,others,0,0
6043,63,Brandenburg,others,0,0
6342,63,Brandenburg,others,0,0
6641,63,Brandenburg,others,0,0
6940,63,Brandenburg,others,0,581
7239,63,Brandenburg,others,0,0
7837,63,Brandenburg,others,0,447
8136,63,Brandenburg,others,0,0
8435,63,Brandenburg,others,0,0
8734,63,Brandenburg,others,0,0
9033,63,Brandenburg,others,0,0
9332,63,Brandenburg,others,0,0
9631,63,Brandenburg,others,0,0
9930,63,Brandenburg,others,0,0
10229,63,Brandenburg,others,0,0
10528,63,Brandenburg,others,0,0
10827,63,Brandenburg,others,0,0
11126,63,Brandenburg,others,0,0
11425,63,Brandenburg,others,0,0
11724,63,Brandenburg,others,0,0
12023,63,Brandenburg,others,0,0
12322,63,Brandenburg,others,0,0
64,64,Brandenburg,CDU,36852,31366
1858,64,Brandenburg,AfD,32774,34902
363,64,Brandenburg,SPD,22019,19728
662,64,Brandenburg,Die Linke,20359,21456
1559,64,Brandenburg,FDP,7427,9937
961,64,Brandenburg,The Greens,4318,4092
3652,64,Brandenburg,others,3212,1896
12622,64,Brandenburg,others,2256,0
7539,64,Brandenburg,others,501,298
1260,64,Brandenburg,CSU,0,0
2157,64,Brandenburg,Piraten,0,0
2456,64,Brandenburg,others,0,1445
2755,64,Brandenburg,others,0,1106
3054,64,Brandenburg,others,0,2401
3353,64,Brandenburg,others,0,203
3951,64,Brandenburg,others,0,0
4250,64,Brandenburg,others,0,0
4549,64,Brandenburg,others,0,0
4848,64,Brandenburg,others,0,126
5147,64,Brandenburg,others,0,0
5446,64,Brandenburg,others,0,0
5745,64,Brandenburg,others,0,0
6044,64,Brandenburg,others,0,0
6343,64,Brandenburg,others,0,0
6642,64,Brandenburg,others,0,0
6941,64,Brandenburg,others,0,583
7240,64,Brandenburg,others,0,0
7838,64,Brandenburg,others,0,488
8137,64,Brandenburg,others,0,0
8436,64,Brandenburg,others,0,0
8735,64,Brandenburg,others,0,0
9034,64,Brandenburg,others,0,0
9333,64,Brandenburg,others,0,0
9632,64,Brandenburg,others,0,0
9931,64,Brandenburg,others,0,0
10230,64,Brandenburg,others,0,0
10529,64,Brandenburg,others,0,0
10828,64,Brandenburg,others,0,0
11127,64,Brandenburg,others,0,0
11426,64,Brandenburg,others,0,0
11725,64,Brandenburg,others,0,0
12024,64,Brandenburg,others,0,0
12323,64,Brandenburg,others,0,0
65,65,Brandenburg,CDU,35630,33571
1859,65,Brandenburg,AfD,29829,30564
364,65,Brandenburg,SPD,20140,18698
663,65,Brandenburg,Die Linke,19581,18774
1560,65,Brandenburg,FDP,6491,8122
2756,65,Brandenburg,others,4888,2084
962,65,Brandenburg,The Greens,3542,3146
12623,65,Brandenburg,others,737,0
1261,65,Brandenburg,CSU,0,0
2158,65,Brandenburg,Piraten,0,0
2457,65,Brandenburg,others,0,1768
3055,65,Brandenburg,others,0,1877
3354,65,Brandenburg,others,0,150
3653,65,Brandenburg,others,0,1207
3952,65,Brandenburg,others,0,0
4251,65,Brandenburg,others,0,0
4550,65,Brandenburg,others,0,0
4849,65,Brandenburg,others,0,108
5148,65,Brandenburg,others,0,0
5447,65,Brandenburg,others,0,0
5746,65,Brandenburg,others,0,0
6045,65,Brandenburg,others,0,0
6344,65,Brandenburg,others,0,0
6643,65,Brandenburg,others,0,0
6942,65,Brandenburg,others,0,421
7241,65,Brandenburg,others,0,0
7540,65,Brandenburg,others,0,100
7839,65,Brandenburg,others,0,554
8138,65,Brandenburg,others,0,0
8437,65,Brandenburg,others,0,0
8736,65,Brandenburg,others,0,0
9035,65,Brandenburg,others,0,0
9334,65,Brandenburg,others,0,0
9633,65,Brandenburg,others,0,0
9932,65,Brandenburg,others,0,0
10231,65,Brandenburg,others,0,0
10530,65,Brandenburg,others,0,0
10829,65,Brandenburg,others,0,0
11128,65,Brandenburg,others,0,0
11427,65,Brandenburg,others,0,0
11726,65,Brandenburg,others,0,0
12025,65,Brandenburg,others,0,0
12324,65,Brandenburg,others,0,0
66,66,Saxony-Anhalt,CDU,35644,36021
664,66,Saxony-Anhalt,Die Linke,20979,20352
365,66,Saxony-Anhalt,SPD,20894,18716
1860,66,Saxony-Anhalt,AfD,18031,18419
1561,66,Saxony-Anhalt,FDP,7381,7837
963,66,Saxony-Anhalt,The Greens,3747,3648
2757,66,Saxony-Anhalt,others,1565,885
12624,66,Saxony-Anhalt,others,1213,0
1262,66,Saxony-Anhalt,CSU,0,0
2159,66,Saxony-Anhalt,Piraten,0,0
2458,66,Saxony-Anhalt,others,0,666
3056,66,Saxony-Anhalt,others,0,0
3355,66,Saxony-Anhalt,others,0,0
3654,66,Saxony-Anhalt,others,0,970
3953,66,Saxony-Anhalt,others,0,0
4252,66,Saxony-Anhalt,others,0,0
4551,66,Saxony-Anhalt,others,0,0
4850,66,Saxony-Anhalt,others,0,118
5149,66,Saxony-Anhalt,others,0,0
5448,66,Saxony-Anhalt,others,0,0
5747,66,Saxony-Anhalt,others,0,0
6046,66,Saxony-Anhalt,others,0,0
6345,66,Saxony-Anhalt,others,0,1218
6644,66,Saxony-Anhalt,others,0,0
6943,66,Saxony-Anhalt,others,0,305
7242,66,Saxony-Anhalt,others,0,242
7541,66,Saxony-Anhalt,others,0,0
7840,66,Saxony-Anhalt,others,0,0
8139,66,Saxony-Anhalt,others,0,0
8438,66,Saxony-Anhalt,others,0,0
8737,66,Saxony-Anhalt,others,0,467
9036,66,Saxony-Anhalt,others,0,0
9335,66,Saxony-Anhalt,others,0,0
9634,66,Saxony-Anhalt,others,0,0
9933,66,Saxony-Anhalt,others,0,0
10232,66,Saxony-Anhalt,others,0,0
10531,66,Saxony-Anhalt,others,0,0
10830,66,Saxony-Anhalt,others,0,0
11129,66,Saxony-Anhalt,others,0,0
11428,66,Saxony-Anhalt,others,0,0
11727,66,Saxony-Anhalt,others,0,0
12026,66,Saxony-Anhalt,others,0,0
12325,66,Saxony-Anhalt,others,0,0
67,67,Saxony-Anhalt,CDU,55120,47411
665,67,Saxony-Anhalt,Die Linke,29605,24709
366,67,Saxony-Anhalt,SPD,29175,24055
1562,67,Saxony-Anhalt,FDP,11081,11367
2459,67,Saxony-Anhalt,others,9611,1326
2758,67,Saxony-Anhalt,others,7812,2079
964,67,Saxony-Anhalt,The Greens,3539,4236
1263,67,Saxony-Anhalt,CSU,0,0
1861,67,Saxony-Anhalt,AfD,0,27947
2160,67,Saxony-Anhalt,Piraten,0,0
3057,67,Saxony-Anhalt,others,0,0
3356,67,Saxony-Anhalt,others,0,0
3655,67,Saxony-Anhalt,others,0,1312
3954,67,Saxony-Anhalt,others,0,0
4253,67,Saxony-Anhalt,others,0,0
4552,67,Saxony-Anhalt,others,0,0
4851,67,Saxony-Anhalt,others,0,152
5150,67,Saxony-Anhalt,others,0,0
5449,67,Saxony-Anhalt,others,0,0
5748,67,Saxony-Anhalt,others,0,0
6047,67,Saxony-Anhalt,others,0,0
6346,67,Saxony-Anhalt,others,0,2137
6645,67,Saxony-Anhalt,others,0,0
6944,67,Saxony-Anhalt,others,0,358
7243,67,Saxony-Anhalt,others,0,213
7542,67,Saxony-Anhalt,others,0,0
7841,67,Saxony-Anhalt,others,0,0
8140,67,Saxony-Anhalt,others,0,0
8439,67,Saxony-Anhalt,others,0,0
8738,67,Saxony-Anhalt,others,0,783
9037,67,Saxony-Anhalt,others,0,0
9336,67,Saxony-Anhalt,others,0,0
9635,67,Saxony-Anhalt,others,0,0
9934,67,Saxony-Anhalt,others,0,0
10233,67,Saxony-Anhalt,others,0,0
10532,67,Saxony-Anhalt,others,0,0
10831,67,Saxony-Anhalt,others,0,0
11130,67,Saxony-Anhalt,others,0,0
11429,67,Saxony-Anhalt,others,0,0
11728,67,Saxony-Anhalt,others,0,0
12027,67,Saxony-Anhalt,others,0,0
12326,67,Saxony-Anhalt,others,0,0
12625,67,Saxony-Anhalt,others,0,0
68,68,Saxony-Anhalt,CDU,51387,47578
666,68,Saxony-Anhalt,Die Linke,27103,25068
367,68,Saxony-Anhalt,SPD,24764,22915
1862,68,Saxony-Anhalt,AfD,22792,23859
1563,68,Saxony-Anhalt,FDP,6923,9900
965,68,Saxony-Anhalt,The Greens,4462,4967
2759,68,Saxony-Anhalt,others,3253,1645
4852,68,Saxony-Anhalt,others,441,184
1264,68,Saxony-Anhalt,CSU,0,0
2161,68,Saxony-Anhalt,Piraten,0,0
2460,68,Saxony-Anhalt,others,0,871
3058,68,Saxony-Anhalt,others,0,0
3357,68,Saxony-Anhalt,others,0,0
3656,68,Saxony-Anhalt,others,0,1343
3955,68,Saxony-Anhalt,others,0,0
4254,68,Saxony-Anhalt,others,0,0
4553,68,Saxony-Anhalt,others,0,0
5151,68,Saxony-Anhalt,others,0,0
5450,68,Saxony-Anhalt,others,0,0
5749,68,Saxony-Anhalt,others,0,0
6048,68,Saxony-Anhalt,others,0,0
6347,68,Saxony-Anhalt,others,0,2177
6646,68,Saxony-Anhalt,others,0,0
6945,68,Saxony-Anhalt,others,0,365
7244,68,Saxony-Anhalt,others,0,213
7543,68,Saxony-Anhalt,others,0,0
7842,68,Saxony-Anhalt,others,0,0
8141,68,Saxony-Anhalt,others,0,0
8440,68,Saxony-Anhalt,others,0,0
8739,68,Saxony-Anhalt,others,0,445
9038,68,Saxony-Anhalt,others,0,0
9337,68,Saxony-Anhalt,others,0,0
9636,68,Saxony-Anhalt,others,0,0
9935,68,Saxony-Anhalt,others,0,0
10234,68,Saxony-Anhalt,others,0,0
10533,68,Saxony-Anhalt,others,0,0
10832,68,Saxony-Anhalt,others,0,0
11131,68,Saxony-Anhalt,others,0,0
11430,68,Saxony-Anhalt,others,0,0
11729,68,Saxony-Anhalt,others,0,0
12028,68,Saxony-Anhalt,others,0,0
12327,68,Saxony-Anhalt,others,0,0
12626,68,Saxony-Anhalt,others,0,0
69,69,Saxony-Anhalt,CDU,44016,44612
368,69,Saxony-Anhalt,SPD,34874,27509
667,69,Saxony-Anhalt,Die Linke,30301,30059
1863,69,Saxony-Anhalt,AfD,24514,26053
1564,69,Saxony-Anhalt,FDP,10797,12713
966,69,Saxony-Anhalt,The Greens,6416,8562
8740,69,Saxony-Anhalt,others,2568,1665
2760,69,Saxony-Anhalt,others,1735,1281
2461,69,Saxony-Anhalt,others,765,937
4853,69,Saxony-Anhalt,others,461,289
1265,69,Saxony-Anhalt,CSU,0,0
2162,69,Saxony-Anhalt,Piraten,0,0
3059,69,Saxony-Anhalt,others,0,0
3358,69,Saxony-Anhalt,others,0,0
3657,69,Saxony-Anhalt,others,0,2504
3956,69,Saxony-Anhalt,others,0,0
4255,69,Saxony-Anhalt,others,0,0
4554,69,Saxony-Anhalt,others,0,0
5152,69,Saxony-Anhalt,others,0,0
5451,69,Saxony-Anhalt,others,0,0
5750,69,Saxony-Anhalt,others,0,0
6049,69,Saxony-Anhalt,others,0,0
6348,69,Saxony-Anhalt,others,0,3259
6647,69,Saxony-Anhalt,others,0,0
6946,69,Saxony-Anhalt,others,0,533
7245,69,Saxony-Anhalt,others,0,793
7544,69,Saxony-Anhalt,others,0,0
7843,69,Saxony-Anhalt,others,0,0
8142,69,Saxony-Anhalt,others,0,0
8441,69,Saxony-Anhalt,others,0,0
9039,69,Saxony-Anhalt,others,0,0
9338,69,Saxony-Anhalt,others,0,0
9637,69,Saxony-Anhalt,others,0,0
9936,69,Saxony-Anhalt,others,0,0
10235,69,Saxony-Anhalt,others,0,0
10534,69,Saxony-Anhalt,others,0,0
10833,69,Saxony-Anhalt,others,0,0
11132,69,Saxony-Anhalt,others,0,0
11431,69,Saxony-Anhalt,others,0,0
11730,69,Saxony-Anhalt,others,0,0
12029,69,Saxony-Anhalt,others,0,0
12328,69,Saxony-Anhalt,others,0,0
12627,69,Saxony-Anhalt,others,0,0
70,70,Saxony-Anhalt,CDU,42768,38736
1864,70,Saxony-Anhalt,AfD,23502,24310
668,70,Saxony-Anhalt,Die Linke,22073,21090
369,70,Saxony-Anhalt,SPD,14796,17350
1565,70,Saxony-Anhalt,FDP,6043,8932
967,70,Saxony-Anhalt,The Greens,5596,4292
2761,70,Saxony-Anhalt,others,3719,2006
12628,70,Saxony-Anhalt,others,1665,0
2462,70,Saxony-Anhalt,others,1163,1202
1266,70,Saxony-Anhalt,CSU,0,0
2163,70,Saxony-Anhalt,Piraten,0,0
3060,70,Saxony-Anhalt,others,0,0
3359,70,Saxony-Anhalt,others,0,0
3658,70,Saxony-Anhalt,others,0,1092
3957,70,Saxony-Anhalt,others,0,0
4256,70,Saxony-Anhalt,others,0,0
4555,70,Saxony-Anhalt,others,0,0
4854,70,Saxony-Anhalt,others,0,126
5153,70,Saxony-Anhalt,others,0,0
5452,70,Saxony-Anhalt,others,0,0
5751,70,Saxony-Anhalt,others,0,0
6050,70,Saxony-Anhalt,others,0,0
6349,70,Saxony-Anhalt,others,0,1571
6648,70,Saxony-Anhalt,others,0,0
6947,70,Saxony-Anhalt,others,0,363
7246,70,Saxony-Anhalt,others,0,167
7545,70,Saxony-Anhalt,others,0,0
7844,70,Saxony-Anhalt,others,0,0
8143,70,Saxony-Anhalt,others,0,0
8442,70,Saxony-Anhalt,others,0,0
8741,70,Saxony-Anhalt,others,0,429
9040,70,Saxony-Anhalt,others,0,0
9339,70,Saxony-Anhalt,others,0,0
9638,70,Saxony-Anhalt,others,0,0
9937,70,Saxony-Anhalt,others,0,0
10236,70,Saxony-Anhalt,others,0,0
10535,70,Saxony-Anhalt,others,0,0
10834,70,Saxony-Anhalt,others,0,0
11133,70,Saxony-Anhalt,others,0,0
11432,70,Saxony-Anhalt,others,0,0
11731,70,Saxony-Anhalt,others,0,0
12030,70,Saxony-Anhalt,others,0,0
12329,70,Saxony-Anhalt,others,0,0
71,71,Saxony-Anhalt,CDU,45844,44619
1865,71,Saxony-Anhalt,AfD,32279,32346
669,71,Saxony-Anhalt,Die Linke,30757,25887
370,71,Saxony-Anhalt,SPD,18686,20271
1566,71,Saxony-Anhalt,FDP,9213,10849
2762,71,Saxony-Anhalt,others,3975,2197
968,71,Saxony-Anhalt,The Greens,2854,3455
2463,71,Saxony-Anhalt,others,1028,1204
4855,71,Saxony-Anhalt,others,552,289
1267,71,Saxony-Anhalt,CSU,0,0
2164,71,Saxony-Anhalt,Piraten,0,0
3061,71,Saxony-Anhalt,others,0,0
3360,71,Saxony-Anhalt,others,0,0
3659,71,Saxony-Anhalt,others,0,1111
3958,71,Saxony-Anhalt,others,0,0
4257,71,Saxony-Anhalt,others,0,0
4556,71,Saxony-Anhalt,others,0,0
5154,71,Saxony-Anhalt,others,0,0
5453,71,Saxony-Anhalt,others,0,0
5752,71,Saxony-Anhalt,others,0,0
6051,71,Saxony-Anhalt,others,0,0
6350,71,Saxony-Anhalt,others,0,2186
6649,71,Saxony-Anhalt,others,0,0
6948,71,Saxony-Anhalt,others,0,334
7247,71,Saxony-Anhalt,others,0,185
7546,71,Saxony-Anhalt,others,0,0
7845,71,Saxony-Anhalt,others,0,0
8144,71,Saxony-Anhalt,others,0,0
8443,71,Saxony-Anhalt,others,0,0
8742,71,Saxony-Anhalt,others,0,585
9041,71,Saxony-Anhalt,others,0,0
9340,71,Saxony-Anhalt,others,0,0
9639,71,Saxony-Anhalt,others,0,0
9938,71,Saxony-Anhalt,others,0,0
10237,71,Saxony-Anhalt,others,0,0
10536,71,Saxony-Anhalt,others,0,0
10835,71,Saxony-Anhalt,others,0,0
11134,71,Saxony-Anhalt,others,0,0
11433,71,Saxony-Anhalt,others,0,0
11732,71,Saxony-Anhalt,others,0,0
12031,71,Saxony-Anhalt,others,0,0
12330,71,Saxony-Anhalt,others,0,0
12629,71,Saxony-Anhalt,others,0,0
72,72,Saxony-Anhalt,CDU,40688,39832
371,72,Saxony-Anhalt,SPD,32051,21195
670,72,Saxony-Anhalt,Die Linke,30528,28891
1866,72,Saxony-Anhalt,AfD,26017,26735
1567,72,Saxony-Anhalt,FDP,10131,13533
969,72,Saxony-Anhalt,The Greens,5475,10457
2763,72,Saxony-Anhalt,others,2607,1447
3660,72,Saxony-Anhalt,others,2186,2896
4856,72,Saxony-Anhalt,others,585,373
1268,72,Saxony-Anhalt,CSU,0,0
2165,72,Saxony-Anhalt,Piraten,0,0
2464,72,Saxony-Anhalt,others,0,765
3062,72,Saxony-Anhalt,others,0,0
3361,72,Saxony-Anhalt,others,0,0
3959,72,Saxony-Anhalt,others,0,0
