,area_id,state,party,votes_first_vote,votes_second_vote
10206,40,Lower Saxony,others,0,0
10505,40,Lower Saxony,others,0,0
10804,40,Lower Saxony,others,0,0
11103,40,Lower Saxony,others,0,0
11402,40,Lower Saxony,others,0,0
11701,40,Lower Saxony,others,0,0
12000,40,Lower Saxony,others,0,0
12299,40,Lower Saxony,others,0,0
12598,40,Lower Saxony,others,0,0
340,41,Lower Saxony,SPD,47547,36688
41,41,Lower Saxony,CDU,39487,36401
938,41,Lower Saxony,The Greens,12102,16293
1835,41,Lower Saxony,AfD,11364,12227
639,41,Lower Saxony,Die Linke,9579,12440
1536,41,Lower Saxony,FDP,8734,13659
3629,41,Lower Saxony,others,2401,1750
2134,41,Lower Saxony,Piraten,1231,768
2732,41,Lower Saxony,others,667,414
4825,41,Lower Saxony,others,160,84
7516,41,Lower Saxony,others,137,82
1237,41,Lower Saxony,CSU,0,0
2433,41,Lower Saxony,others,0,244
3031,41,Lower Saxony,others,0,1214
3330,41,Lower Saxony,others,0,161
3928,41,Lower Saxony,others,0,0
4227,41,Lower Saxony,others,0,0
4526,41,Lower Saxony,others,0,0
5124,41,Lower Saxony,others,0,0
5423,41,Lower Saxony,others,0,0
5722,41,Lower Saxony,others,0,0
6021,41,Lower Saxony,others,0,0
6320,41,Lower Saxony,others,0,0
6619,41,Lower Saxony,others,0,0
6918,41,Lower Saxony,others,0,365
7217,41,Lower Saxony,others,0,293
7815,41,Lower Saxony,others,0,543
8114,41,Lower Saxony,others,0,0
8413,41,Lower Saxony,others,0,0
8712,41,Lower Saxony,others,0,0
9011,41,Lower Saxony,others,0,0
9310,41,Lower Saxony,others,0,0
9609,41,Lower Saxony,others,0,0
9908,41,Lower Saxony,others,0,241
10207,41,Lower Saxony,others,0,0
10506,41,Lower Saxony,others,0,0
10805,41,Lower Saxony,others,0,0
11104,41,Lower Saxony,others,0,0
11403,41,Lower Saxony,others,0,0
11702,41,Lower Saxony,others,0,0
12001,41,Lower Saxony,others,0,0
12300,41,Lower Saxony,others,0,0
12599,41,Lower Saxony,others,0,0
341,42,Lower Saxony,SPD,49745,37964
42,42,Lower Saxony,CDU,42713,36203
939,42,Lower Saxony,The Greens,16483,22079
640,42,Lower Saxony,Die Linke,13776,17822
1836,42,Lower Saxony,AfD,10591,11245
1537,42,Lower Saxony,FDP,8167,14735
3630,42,Lower Saxony,others,4168,2963
2135,42,Lower Saxony,Piraten,1516,968
4826,42,Lower Saxony,others,235,129
7517,42,Lower Saxony,others,234,139
1238,42,Lower Saxony,CSU,0,0
2434,42,Lower Saxony,others,0,190
2733,42,Lower Saxony,others,0,353
3032,42,Lower Saxony,others,0,1340
3331,42,Lower Saxony,others,0,186
3929,42,Lower Saxony,others,0,0
4228,42,Lower Saxony,others,0,0
4527,42,Lower Saxony,others,0,0
5125,42,Lower Saxony,others,0,0
5424,42,Lower Saxony,others,0,0
5723,42,Lower Saxony,others,0,0
6022,42,Lower Saxony,others,0,0
6321,42,Lower Saxony,others,0,0
6620,42,Lower Saxony,others,0,0
6919,42,Lower Saxony,others,0,487
7218,42,Lower Saxony,others,0,470
7816,42,Lower Saxony,others,0,512
8115,42,Lower Saxony,others,0,0
8414,42,Lower Saxony,others,0,0
8713,42,Lower Saxony,others,0,0
9012,42,Lower Saxony,others,0,0
9311,42,Lower Saxony,others,0,0
9610,42,Lower Saxony,others,0,0
9909,42,Lower Saxony,others,0,305
10208,42,Lower Saxony,others,0,0
10507,42,Lower Saxony,others,0,0
10806,42,Lower Saxony,others,0,0
11105,42,Lower Saxony,others,0,0
11404,42,Lower Saxony,others,0,0
11703,42,Lower Saxony,others,0,0
12002,42,Lower Saxony,others,0,0
12301,42,Lower Saxony,others,0,0
12600,42,Lower Saxony,others,0,0
43,43,Lower Saxony,CDU,72275,62825
342,43,Lower Saxony,SPD,59548,48776
1837,43,Lower Saxony,AfD,17216,18364
940,43,Lower Saxony,The Greens,10725,14335
1538,43,Lower Saxony,FDP,9325,18868
641,43,Lower Saxony,Die Linke,8958,10889
2734,43,Lower Saxony,others,2037,829
1239,43,Lower Saxony,CSU,0,0
2136,43,Lower Saxony,Piraten,0,657
2435,43,Lower Saxony,others,0,409
3033,43,Lower Saxony,others,0,1507
3332,43,Lower Saxony,others,0,148
3631,43,Lower Saxony,others,0,1454
3930,43,Lower Saxony,others,0,0
4229,43,Lower Saxony,others,0,0
4528,43,Lower Saxony,others,0,0
4827,43,Lower Saxony,others,0,60
5126,43,Lower Saxony,others,0,0
5425,43,Lower Saxony,others,0,0
5724,43,Lower Saxony,others,0,0
6023,43,Lower Saxony,others,0,0
6322,43,Lower Saxony,others,0,0
6621,43,Lower Saxony,others,0,0
6920,43,Lower Saxony,others,0,249
7219,43,Lower Saxony,others,0,226
7518,43,Lower Saxony,others,0,50
7817,43,Lower Saxony,others,0,462
8116,43,Lower Saxony,others,0,0
8415,43,Lower Saxony,others,0,0
8714,43,Lower Saxony,others,0,0
9013,43,Lower Saxony,others,0,0
9312,43,Lower Saxony,others,0,0
9611,43,Lower Saxony,others,0,0
9910,43,Lower Saxony,others,0,249
10209,43,Lower Saxony,others,0,0
10508,43,Lower Saxony,others,0,0
10807,43,Lower Saxony,others,0,0
11106,43,Lower Saxony,others,0,0
11405,43,Lower Saxony,others,0,0
11704,43,Lower Saxony,others,0,0
12003,43,Lower Saxony,others,0,0
12302,43,Lower Saxony,others,0,0
12601,43,Lower Saxony,others,0,0
44,44,Lower Saxony,CDU,68642,58851
343,44,Lower Saxony,SPD,48178,40889
1838,44,Lower Saxony,AfD,16195,17549
941,44,Lower Saxony,The Greens,9266,12478
1539,44,Lower Saxony,FDP,8828,16332
642,44,Lower Saxony,Die Linke,7901,9297
2735,44,Lower Saxony,others,1756,888
1240,44,Lower Saxony,CSU,0,0
2137,44,Lower Saxony,Piraten,0,475
2436,44,Lower Saxony,others,0,439
3034,44,Lower Saxony,others,0,1436
3333,44,Lower Saxony,others,0,151
3632,44,Lower Saxony,others,0,1328
3931,44,Lower Saxony,others,0,0
4230,44,Lower Saxony,others,0,0
4529,44,Lower Saxony,others,0,0
4828,44,Lower Saxony,others,0,50
5127,44,Lower Saxony,others,0,0
5426,44,Lower Saxony,others,0,0
5725,44,Lower Saxony,others,0,0
6024,44,Lower Saxony,others,0,0
6323,44,Lower Saxony,others,0,0
6622,44,Lower Saxony,others,0,0
6921,44,Lower Saxony,others,0,213
7220,44,Lower Saxony,others,0,176
7519,44,Lower Saxony,others,0,22
7818,44,Lower Saxony,others,0,232
8117,44,Lower Saxony,others,0,0
8416,44,Lower Saxony,others,0,0
8715,44,Lower Saxony,others,0,0
9014,44,Lower Saxony,others,0,0
9313,44,Lower Saxony,others,0,0
9612,44,Lower Saxony,others,0,0
9911,44,Lower Saxony,others,0,172
10210,44,Lower Saxony,others,0,0
10509,44,Lower Saxony,others,0,0
10808,44,Lower Saxony,others,0,0
11107,44,Lower Saxony,others,0,0
11406,44,Lower Saxony,others,0,0
11705,44,Lower Saxony,others,0,0
12004,44,Lower Saxony,others,0,0
12303,44,Lower Saxony,others,0,0
12602,44,Lower Saxony,others,0,0
344,45,Lower Saxony,SPD,63340,50488
45,45,Lower Saxony,CDU,60274,56504
1839,45,Lower Saxony,AfD,16520,18288
942,45,Lower Saxony,The Greens,9381,12135
643,45,Lower Saxony,Die Linke,8826,10172
1540,45,Lower Saxony,FDP,8056,13998
10211,45,Lower Saxony,others,723,0
4829,45,Lower Saxony,others,276,99
1241,45,Lower Saxony,CSU,0,0
2138,45,Lower Saxony,Piraten,0,662
2437,45,Lower Saxony,others,0,468
2736,45,Lower Saxony,others,0,585
3035,45,Lower Saxony,others,0,1586
3334,45,Lower Saxony,others,0,122
3633,45,Lower Saxony,others,0,1463
3932,45,Lower Saxony,others,0,0
4231,45,Lower Saxony,others,0,0
4530,45,Lower Saxony,others,0,0
5128,45,Lower Saxony,others,0,0
5427,45,Lower Saxony,others,0,0
5726,45,Lower Saxony,others,0,0
6025,45,Lower Saxony,others,0,0
6324,45,Lower Saxony,others,0,0
6623,45,Lower Saxony,others,0,0
6922,45,Lower Saxony,others,0,208
7221,45,Lower Saxony,others,0,186
7520,45,Lower Saxony,others,0,17
7819,45,Lower Saxony,others,0,370
8118,45,Lower Saxony,others,0,0
8417,45,Lower Saxony,others,0,0
8716,45,Lower Saxony,others,0,0
9015,45,Lower Saxony,others,0,0
9314,45,Lower Saxony,others,0,0
9613,45,Lower Saxony,others,0,0
9912,45,Lower Saxony,others,0,259
10510,45,Lower Saxony,others,0,0
10809,45,Lower Saxony,others,0,0
11108,45,Lower Saxony,others,0,0
11407,45,Lower Saxony,others,0,0
11706,45,Lower Saxony,others,0,0
12005,45,Lower Saxony,others,0,0
12304,45,Lower Saxony,others,0,0
12603,45,Lower Saxony,others,0,0
345,46,Lower Saxony,SPD,54119,44180
46,46,Lower Saxony,CDU,46172,44418
1840,46,Lower Saxony,AfD,13142,14052
644,46,Lower Saxony,Die Linke,8219,9127
1541,46,Lower Saxony,FDP,8034,12531
943,46,Lower Saxony,The Greens,7509,9994
2139,46,Lower Saxony,Piraten,1250,560
1242,46,Lower Saxony,CSU,0,0
2438,46,Lower Saxony,others,0,411
2737,46,Lower Saxony,others,0,390
3036,46,Lower Saxony,others,0,1285
3335,46,Lower Saxony,others,0,109
3634,46,Lower Saxony,others,0,878
3933,46,Lower Saxony,others,0,0
4232,46,Lower Saxony,others,0,0
4531,46,Lower Saxony,others,0,0
4830,46,Lower Saxony,others,0,33
5129,46,Lower Saxony,others,0,0
5428,46,Lower Saxony,others,0,0
5727,46,Lower Saxony,others,0,0
6026,46,Lower Saxony,others,0,0
6325,46,Lower Saxony,others,0,0
6624,46,Lower Saxony,others,0,0
6923,46,Lower Saxony,others,0,185
7222,46,Lower Saxony,others,0,125
7521,46,Lower Saxony,others,0,27
7820,46,Lower Saxony,others,0,159
8119,46,Lower Saxony,others,0,0
8418,46,Lower Saxony,others,0,0
8717,46,Lower Saxony,others,0,0
9016,46,Lower Saxony,others,0,0
9315,46,Lower Saxony,others,0,0
9614,46,Lower Saxony,others,0,0
9913,46,Lower Saxony,others,0,186
10212,46,Lower Saxony,others,0,0
10511,46,Lower Saxony,others,0,0
10810,46,Lower Saxony,others,0,0
11109,46,Lower Saxony,others,0,0
11408,46,Lower Saxony,others,0,0
11707,46,Lower Saxony,others,0,0
12006,46,Lower Saxony,others,0,0
12305,46,Lower Saxony,others,0,0
12604,46,Lower Saxony,others,0,0
346,47,Lower Saxony,SPD,69106,55166
47,47,Lower Saxony,CDU,65816,58987
1841,47,Lower Saxony,AfD,17569,19387
944,47,Lower Saxony,The Greens,10696,16292
645,47,Lower Saxony,Die Linke,10122,12306
1542,47,Lower Saxony,FDP,10090,17926
2738,47,Lower Saxony,others,1691,822
2140,47,Lower Saxony,Piraten,1676,927
1243,47,Lower Saxony,CSU,0,0
2439,47,Lower Saxony,others,0,506
3037,47,Lower Saxony,others,0,1555
3336,47,Lower Saxony,others,0,163
3635,47,Lower Saxony,others,0,1679
3934,47,Lower Saxony,others,0,0
4233,47,Lower Saxony,others,0,0
4532,47,Lower Saxony,others,0,0
4831,47,Lower Saxony,others,0,67
5130,47,Lower Saxony,others,0,0
5429,47,Lower Saxony,others,0,0
5728,47,Lower Saxony,others,0,0
6027,47,Lower Saxony,others,0,0
6326,47,Lower Saxony,others,0,0
6625,47,Lower Saxony,others,0,0
6924,47,Lower Saxony,others,0,250
7223,47,Lower Saxony,others,0,312
7522,47,Lower Saxony,others,0,34
7821,47,Lower Saxony,others,0,395
8120,47,Lower Saxony,others,0,0
8419,47,Lower Saxony,others,0,0
8718,47,Lower Saxony,others,0,0
9017,47,Lower Saxony,others,0,0
9316,47,Lower Saxony,others,0,0
9615,47,Lower Saxony,others,0,0
9914,47,Lower Saxony,others,0,236
10213,47,Lower Saxony,others,0,0
10512,47,Lower Saxony,others,0,0
10811,47,Lower Saxony,others,0,0
11110,47,Lower Saxony,others,0,0
11409,47,Lower Saxony,others,0,0
11708,47,Lower Saxony,others,0,0
12007,47,Lower Saxony,others,0,0
12306,47,Lower Saxony,others,0,0
12605,47,Lower Saxony,others,0,0
347,48,Lower Saxony,SPD,62448,52077
48,48,Lower Saxony,CDU,60456,54871
1842,48,Lower Saxony,AfD,14433,15695
945,48,Lower Saxony,The Greens,12691,14805
1543,48,Lower Saxony,FDP,9330,13902
646,48,Lower Saxony,Die Linke,8502,10906
1244,48,Lower Saxony,CSU,0,0
2141,48,Lower Saxony,Piraten,0,592
2440,48,Lower Saxony,others,0,473
2739,48,Lower Saxony,others,0,450
3038,48,Lower Saxony,others,0,1690
3337,48,Lower Saxony,others,0,149
3636,48,Lower Saxony,others,0,1434
3935,48,Lower Saxony,others,0,0
4234,48,Lower Saxony,others,0,0
4533,48,Lower Saxony,others,0,0
4832,48,Lower Saxony,others,0,57
5131,48,Lower Saxony,others,0,0
5430,48,Lower Saxony,others,0,0
5729,48,Lower Saxony,others,0,0
6028,48,Lower Saxony,others,0,0
6327,48,Lower Saxony,others,0,0
6626,48,Lower Saxony,others,0,0
6925,48,Lower Saxony,others,0,320
7224,48,Lower Saxony,others,0,304
7523,48,Lower Saxony,others,0,38
7822,48,Lower Saxony,others,0,305
8121,48,Lower Saxony,others,0,0
8420,48,Lower Saxony,others,0,0
8719,48,Lower Saxony,others,0,0
9018,48,Lower Saxony,others,0,0
9317,48,Lower Saxony,others,0,0
9616,48,Lower Saxony,others,0,0
9915,48,Lower Saxony,others,0,227
10214,48,Lower Saxony,others,0,0
10513,48,Lower Saxony,others,0,0
10812,48,Lower Saxony,others,0,0
11111,48,Lower Saxony,others,0,0
11410,48,Lower Saxony,others,0,0
11709,48,Lower Saxony,others,0,0
12008,48,Lower Saxony,others,0,0
12307,48,Lower Saxony,others,0,0
12606,48,Lower Saxony,others,0,0
348,49,Lower Saxony,SPD,66584,50476
49,49,Lower Saxony,CDU,45310,45989
1843,49,Lower Saxony,AfD,18558,19117
647,49,Lower Saxony,Die Linke,9291,11265
1544,49,Lower Saxony,FDP,7264,12451
946,49,Lower Saxony,The Greens,6680,10211
2142,49,Lower Saxony,Piraten,1333,683
12607,49,Lower Saxony,others,444,0
1245,49,Lower Saxony,CSU,0,0
2441,49,Lower Saxony,others,0,609
2740,49,Lower Saxony,others,0,531
3039,49,Lower Saxony,others,0,1586
3338,49,Lower Saxony,others,0,117
3637,49,Lower Saxony,others,0,1555
3936,49,Lower Saxony,others,0,0
4235,49,Lower Saxony,others,0,0
4534,49,Lower Saxony,others,0,0
4833,49,Lower Saxony,others,0,74
5132,49,Lower Saxony,others,0,0
5431,49,Lower Saxony,others,0,0
5730,49,Lower Saxony,others,0,0
6029,49,Lower Saxony,others,0,0
6328,49,Lower Saxony,others,0,0
6627,49,Lower Saxony,others,0,0
6926,49,Lower Saxony,others,0,207
7225,49,Lower Saxony,others,0,197
7524,49,Lower Saxony,others,0,31
7823,49,Lower Saxony,others,0,429
8122,49,Lower Saxony,others,0,0
8421,49,Lower Saxony,others,0,0
8720,49,Lower Saxony,others,0,0
9019,49,Lower Saxony,others,0,0
9318,49,Lower Saxony,others,0,0
9617,49,Lower Saxony,others,0,0
9916,49,Lower Saxony,others,0,182
10215,49,Lower Saxony,others,0,0
10514,49,Lower Saxony,others,0,0
10813,49,Lower Saxony,others,0,0
11112,49,Lower Saxony,others,0,0
11411,49,Lower Saxony,others,0,0
11710,49,Lower Saxony,others,0,0
12009,49,Lower Saxony,others,0,0
12308,49,Lower Saxony,others,0,0
349,50,Lower Saxony,SPD,55549,38601
50,50,Lower Saxony,CDU,45867,42524
947,50,Lower Saxony,The Greens,11762,17288
1844,50,Lower Saxony,AfD,11374,12266
648,50,Lower Saxony,Die Linke,11147,13673
1545,50,Lower Saxony,FDP,7873,14679
12608,50,Lower Saxony,others,2318,0
4834,50,Lower Saxony,others,344,130
1246,50,Lower Saxony,CSU,0,0
2143,50,Lower Saxony,Piraten,0,903
2442,50,Lower Saxony,others,0,307
2741,50,Lower Saxony,others,0,413
3040,50,Lower Saxony,others,0,1423
3339,50,Lower Saxony,others,0,233
3638,50,Lower Saxony,others,0,2696
3937,50,Lower Saxony,others,0,0
4236,50,Lower Saxony,others,0,0
4535,50,Lower Saxony,others,0,0
5133,50,Lower Saxony,others,0,0
5432,50,Lower Saxony,others,0,0
5731,50,Lower Saxony,others,0,0
6030,50,Lower Saxony,others,0,0
6329,50,Lower Saxony,others,0,0
6628,50,Lower Saxony,others,0,0
6927,50,Lower Saxony,others,0,394
7226,50,Lower Saxony,others,0,392
7525,50,Lower Saxony,others,0,31
7824,50,Lower Saxony,others,0,299
8123,50,Lower Saxony,others,0,0
8422,50,Lower Saxony,others,0,0
8721,50,Lower Saxony,others,0,0
9020,50,Lower Saxony,others,0,0
9319,50,Lower Saxony,others,0,0
9618,50,Lower Saxony,others,0,0
9917,50,Lower Saxony,others,0,296
10216,50,Lower Saxony,others,0,0
10515,50,Lower Saxony,others,0,0
10814,50,Lower Saxony,others,0,0
11113,50,Lower Saxony,others,0,0
11412,50,Lower Saxony,others,0,0
11711,50,Lower Saxony,others,0,0
12010,50,Lower Saxony,others,0,0
12309,50,Lower Saxony,others,0,0
350,51,Lower Saxony,SPD,51646,40740
51,51,Lower Saxony,CDU,47416,47037
1845,51,Lower Saxony,AfD,13857,14862
649,51,Lower Saxony,Die Linke,8128,9050
1546,51,Lower Saxony,FDP,7791,10988
948,51,Lower Saxony,The Greens,6096,8064
12609,51,Lower Saxony,others,746,0
4835,51,Lower Saxony,others,152,80
1247,51,Lower Saxony,CSU,0,0
2144,51,Lower Saxony,Piraten,0,592
2443,51,Lower Saxony,others,0,623
2742,51,Lower Saxony,others,0,455
3041,51,Lower Saxony,others,0,1307
3340,51,Lower Saxony,others,0,198
3639,51,Lower Saxony,others,0,1229
3938,51,Lower Saxony,others,0,0
4237,51,Lower Saxony,others,0,0
4536,51,Lower Saxony,others,0,0
5134,51,Lower Saxony,others,0,0
5433,51,Lower Saxony,others,0,0
5732,51,Lower Saxony,others,0,0
6031,51,Lower Saxony,others,0,0
6330,51,Lower Saxony,others,0,0
6629,51,Lower Saxony,others,0,0
6928,51,Lower Saxony,others,0,138
7227,51,Lower Saxony,others,0,141
7526,51,Lower Saxony,others,0,36
7825,51,Lower Saxony,others,0,276
8124,51,Lower Saxony,others,0,0
8423,51,Lower Saxony,others,0,0
8722,51,Lower Saxony,others,0,0
9021,51,Lower Saxony,others,0,0
9320,51,Lower Saxony,others,0,0
9619,51,Lower Saxony,others,0,0
9918,51,Lower Saxony,others,0,194
10217,51,Lower Saxony,others,0,0
10516,51,Lower Saxony,others,0,0
10815,51,Lower Saxony,others,0,0
11114,51,Lower Saxony,others,0,0
11413,51,Lower Saxony,others,0,0
11712,51,Lower Saxony,others,0,0
12011,51,Lower Saxony,others,0,0
12310,51,Lower Saxony,others,0,0
52,52,Lower Saxony,CDU,59285,48034
351,52,Lower Saxony,SPD,51877,47946
1846,52,Lower Saxony,AfD,13922,15113
650,52,Lower Saxony,Die Linke,8499,9498
949,52,Lower Saxony,The Greens,8111,9907
1547,52,Lower Saxony,FDP,7415,13707
1248,52,Lower Saxony,CSU,0,0
2145,52,Lower Saxony,Piraten,0,430
2444,52,Lower Saxony,others,0,595
2743,52,Lower Saxony,others,0,510
3042,52,Lower Saxony,others,0,1507
3341,52,Lower Saxony,others,0,101
3640,52,Lower Saxony,others,0,1244
3939,52,Lower Saxony,others,0,0
4238,52,Lower Saxony,others,0,0
4537,52,Lower Saxony,others,0,0
4836,52,Lower Saxony,others,0,36
5135,52,Lower Saxony,others,0,0
5434,52,Lower Saxony,others,0,0
5733,52,Lower Saxony,others,0,0
6032,52,Lower Saxony,others,0,0
6331,52,Lower Saxony,others,0,0
6630,52,Lower Saxony,others,0,0
6929,52,Lower Saxony,others,0,199
7228,52,Lower Saxony,others,0,173
7527,52,Lower Saxony,others,0,27
7826,52,Lower Saxony,others,0,326
8125,52,Lower Saxony,others,0,0
8424,52,Lower Saxony,others,0,0
8723,52,Lower Saxony,others,0,0
9022,52,Lower Saxony,others,0,0
9321,52,Lower Saxony,others,0,0
9620,52,Lower Saxony,others,0,0
9919,52,Lower Saxony,others,0,169
10218,52,Lower Saxony,others,0,0
10517,52,Lower Saxony,others,0,0
10816,52,Lower Saxony,others,0,0
11115,52,Lower Saxony,others,0,0
11414,52,Lower Saxony,others,0,0
11713,52,Lower Saxony,others,0,0
12012,52,Lower Saxony,others,0,0
12311,52,Lower Saxony,others,0,0
12610,52,Lower Saxony,others,0,0
352,53,Lower Saxony,SPD,59029,47871
53,53,Lower Saxony,CDU,56248,51176
950,53,Lower Saxony,The Greens,19130,19676
1847,53,Lower Saxony,AfD,11870,13443
651,53,Lower Saxony,Die Linke,9905,14747
1548,53,Lower Saxony,FDP,7733,15421
3641,53,Lower Saxony,others,2150,1774
2744,53,Lower Saxony,others,1458,1062
2146,53,Lower Saxony,Piraten,1400,786
4837,53,Lower Saxony,others,176,76
1249,53,Lower Saxony,CSU,0,0
2445,53,Lower Saxony,others,0,423
3043,53,Lower Saxony,others,0,1435
3342,53,Lower Saxony,others,0,163
3940,53,Lower Saxony,others,0,0
4239,53,Lower Saxony,others,0,0
4538,53,Lower Saxony,others,0,0
5136,53,Lower Saxony,others,0,0
5435,53,Lower Saxony,others,0,0
5734,53,Lower Saxony,others,0,0
6033,53,Lower Saxony,others,0,0
6332,53,Lower Saxony,others,0,0
6631,53,Lower Saxony,others,0,0
6930,53,Lower Saxony,others,0,400
7229,53,Lower Saxony,others,0,315
7528,53,Lower Saxony,others,0,75
7827,53,Lower Saxony,others,0,250
8126,53,Lower Saxony,others,0,0
8425,53,Lower Saxony,others,0,0
8724,53,Lower Saxony,others,0,0
9023,53,Lower Saxony,others,0,0
9322,53,Lower Saxony,others,0,0
9621,53,Lower Saxony,others,0,0
9920,53,Lower Saxony,others,0,224
10219,53,Lower Saxony,others,0,0
10518,53,Lower Saxony,others,0,0
10817,53,Lower Saxony,others,0,0
11116,53,Lower Saxony,others,0,0
11415,53,Lower Saxony,others,0,0
11714,53,Lower Saxony,others,0,0
12013,53,Lower Saxony,others,0,0
12312,53,Lower Saxony,others,0,0
12611,53,Lower Saxony,others,0,0
353,54,Bremen,SPD,55079,45425
54,54,Bremen,CDU,44908,48322
652,54,Bremen,Die Linke,22627,26422
951,54,Bremen,The Greens,22147,23557
1549,54,Bremen,FDP,20398,18970
1848,54,Bremen,AfD,14469,15716
3642,54,Bremen,others,4751,3063
4838,54,Bremen,others,343,146
1250,54,Bremen,CSU,0,0
2147,54,Bremen,Piraten,0,1064
2446,54,Bremen,others,0,273
2745,54,Bremen,others,0,485
3044,54,Bremen,others,0,0
3343,54,Bremen,others,0,0
3941,54,Bremen,others,0,0
4240,54,Bremen,others,0,0
4539,54,Bremen,others,0,0
5137,54,Bremen,others,0,0
5436,54,Bremen,others,0,0
5735,54,Bremen,others,0,0
6034,54,Bremen,others,0,0
6333,54,Bremen,others,0,0
6632,54,Bremen,others,0,0
6931,54,Bremen,others,0,1118
7230,54,Bremen,others,0,0
7529,54,Bremen,others,0,89
7828,54,Bremen,others,0,315
8127,54,Bremen,others,0,0
8426,54,Bremen,others,0,0
8725,54,Bremen,others,0,0
9024,54,Bremen,others,0,378
9323,54,Bremen,others,0,0
9622,54,Bremen,others,0,0
9921,54,Bremen,others,0,570
10220,54,Bremen,others,0,0
10519,54,Bremen,others,0,0
10818,54,Bremen,others,0,0
11117,54,Bremen,others,0,0
11416,54,Bremen,others,0,0
11715,54,Bremen,others,0,0
12014,54,Bremen,others,0,0
12313,54,Bremen,others,0,0
12612,54,Bremen,others,0,0
354,55,Bremen,SPD,49639,43398
55,55,Bremen,CDU,35927,34754
653,55,Bremen,Die Linke,16836,18303
1849,55,Bremen,AfD,16586,17604
952,55,Bremen,The Greens,11184,13082
1550,55,Bremen,FDP,10024,11925
3643,55,Bremen,others,2941,2322
2746,55,Bremen,others,875,687
9025,55,Bremen,others,737,515
2447,55,Bremen,others,490,659
4839,55,Bremen,others,153,113
1251,55,Bremen,CSU,0,0
2148,55,Bremen,Piraten,0,964
3045,55,Bremen,others,0,0
3344,55,Bremen,others,0,0
3942,55,Bremen,others,0,0
4241,55,Bremen,others,0,0
4540,55,Bremen,others,0,0
5138,55,Bremen,others,0,0
5437,55,Bremen,others,0,0
5736,55,Bremen,others,0,0
6035,55,Bremen,others,0,0
6334,55,Bremen,others,0,0
6633,55,Bremen,others,0,0
6932,55,Bremen,others,0,673
7231,55,Bremen,others,0,0
7530,55,Bremen,others,0,92
7829,55,Bremen,others,0,296
8128,55,Bremen,others,0,0
8427,55,Bremen,others,0,0
8726,55,Bremen,others,0,0
9324,55,Bremen,others,0,0
9623,55,Bremen,others,0,0
9922,55,Bremen,others,0,439
10221,55,Bremen,others,0,0
10520,55,Bremen,others,0,0
10819,55,Bremen,others,0,0
11118,55,Bremen,others,0,0
11417,55,Bremen,others,0,0
11716,55,Bremen,others,0,0
12015,55,Bremen,others,0,0
12314,55,Bremen,others,0,0
12613,55,Bremen,others,0,0
56,56,Brandenburg,CDU,36483,35214
355,56,Brandenburg,SPD,28061,24884
1850,56,Brandenburg,AfD,21295,22185
654,56,Brandenburg,Die Linke,20849,19446
1551,56,Brandenburg,FDP,4230,6554
953,56,Brandenburg,The Greens,3543,4231
3644,56,Brandenburg,others,1491,1197
2747,56,Brandenburg,others,1464,1172
12614,56,Brandenburg,others,614,0
4840,56,Brandenburg,others,386,210
1252,56,Brandenburg,CSU,0,0
2149,56,Brandenburg,Piraten,0,0
2448,56,Brandenburg,others,0,1021
3046,56,Brandenburg,others,0,1426
3345,56,Brandenburg,others,0,155
3943,56,Brandenburg,others,0,0
4242,56,Brandenburg,others,0,0
4541,56,Brandenburg,others,0,0
5139,56,Brandenburg,others,0,0
5438,56,Brandenburg,others,0,0
5737,56,Brandenburg,others,0,0
6036,56,Brandenburg,others,0,0
6335,56,Brandenburg,others,0,0
6634,56,Brandenburg,others,0,0
6933,56,Brandenburg,others,0,366
7232,56,Brandenburg,others,0,0
7531,56,Brandenburg,others,0,74
7830,56,Brandenburg,others,0,273
8129,56,Brandenburg,others,0,0
8428,56,Brandenburg,others,0,0
8727,56,Brandenburg,others,0,0
9026,56,Brandenburg,others,0,0
9325,56,Brandenburg,others,0,0
9624,56,Brandenburg,others,0,0
9923,56,Brandenburg,others,0,0
10222,56,Brandenburg,others,0,0
10521,56,Brandenburg,others,0,0
10820,56,Brandenburg,others,0,0
11119,56,Brandenburg,others,0,0
11418,56,Brandenburg,others,0,0
11717,56,Brandenburg,others,0,0
12016,56,Brandenburg,others,0,0
12315,56,Brandenburg,others,0,0
57,57,Brandenburg,CDU,39121,36177
1851,57,Brandenburg,AfD,25811,26608
356,57,Brandenburg,SPD,24838,21647
655,57,Brandenburg,Die Linke,23587,23871
1552,57,Brandenburg,FDP,4862,7027
954,57,Brandenburg,The Greens,4714,5187
2748,57,Brandenburg,others,2359,1517
3645,57,Brandenburg,others,2162,1453
7532,57,Brandenburg,others,441,230
1253,57,Brandenburg,CSU,0,0
2150,57,Brandenburg,Piraten,0,0
2449,57,Brandenburg,others,0,1269
3047,57,Brandenburg,others,0,1743
3346,57,Brandenburg,others,0,173
3944,57,Brandenburg,others,0,0
4243,57,Brandenburg,others,0,0
4542,57,Brandenburg,others,0,0
4841,57,Brandenburg,others,0,86
5140,57,Brandenburg,others,0,0
5439,57,Brandenburg,others,0,0
5738,57,Brandenburg,others,0,0
6037,57,Brandenburg,others,0,0
6336,57,Brandenburg,others,0,0
6635,57,Brandenburg,others,0,0
6934,57,Brandenburg,others,0,568
7233,57,Brandenburg,others,0,0
7831,57,Brandenburg,others,0,483
